article,project,views_ceil,rank,country,date,article_clean,query,summary,sentiment
UEFA_Euro_2020,en.wikipedia,4200,8,fi,2021-06-28 18:27:44.725419,uefa_euro_2020,UEFA Euro 2020,"The 2020 UEFA European Football Championship, commonly referred to as UEFA Euro 2020, or simply Euro 2020, is the 16th UEFA European Championship, the quadrennial international men's football championship of Europe organised by the Union of European Football Associations (UEFA).The tournament, being held in 11 cities in 11 UEFA countries, was originally scheduled from 12 June to 12 July 2020, but was postponed due to the COVID-19 pandemic in Europe and rescheduled for 11 June to 11 July 2021. It retains the name UEFA Euro 2020. Portugal were the defending champions, having won the 2016 competition in France, but were eliminated in the round of 16 against Belgium. The video assistant referee (VAR) system makes its debut at the European Championship in this tournament.UEFA President Michel Platini said in 2012 that the tournament was to be hosted in several nations as a ""romantic"" one-off event to celebrate the 60th ""birthday"" of the European Championship competition. Having the largest capacity of any of the stadiums entered for the competition, Wembley Stadium in London is scheduled to host the semi-finals and final for the second time, having done so before at the 1996 tournament in the stadium's former incarnation. The Stadio Olimpico in Rome was chosen to host the opening game, involving Turkey and hosts Italy. Originally to be played at 13 venues, two hosts were later removed: Brussels in December 2017 due to the abandonment of building the Eurostadium, and Dublin in April 2021 as there was no guarantee that spectators could attend. Spain also changed their host city from Bilbao to Seville to allow an audience at matches.",-0.7214534282684326
FIFA_World_Rankings,en.wikipedia,4100,9,fi,2021-06-28 18:27:44.725419,fifa_world_rankings,FIFA World Rankings,"The men's FIFA World Ranking is a ranking system for men's national teams in association football, currently led by Belgium. The teams of the men's member nations of FIFA, football's world governing body, are ranked based on their game results with the most successful teams being ranked highest. The rankings were introduced in December 1992, and eight teams (Argentina, Belgium, Brazil, France, Germany, Italy, the Netherlands and Spain) have held the top position, of which Brazil have spent the longest ranked first.
A points system is used, with points being awarded based on the results of all FIFA-recognised full international matches.
The ranking system has been revamped on several occasions, generally responding to criticism that the preceding calculation method did not effectively reflect the relative strengths of the national teams. The current version of the ranking system was first used on 16 August 2018, adapted from the Elo rating system used in chess and Go.",-0.9622381925582886
Jalkapallon_Euroopan-mestaruuskilpailut,fi.wikipedia,4000,10,fi,2021-06-28 18:27:44.725419,jalkapallon_euroopan-mestaruuskilpailut,2018 UEFA European Under-19 Championship,"The 2018 UEFA European Under-19 Championship (also known as UEFA Under-19 Euro 2018) was the 17th edition of the UEFA European Under-19 Championship (67th edition if the Under-18 and Junior eras are included), the annual international youth football championship organised by UEFA for the men's under-19 national teams of Europe. Finland hosted the final tournament, between 16 and 29 July, after being selected by UEFA on 26 January 2015. A total of eight teams competed in the tournament, with players born on or after 1 January 1999 eligible to participate.
Same as previous editions held in even-numbered years, the tournament acted as the UEFA qualifiers for the FIFA U-20 World Cup. The top five teams of the tournament qualified for the 2019 FIFA U-20 World Cup in Poland as the UEFA representatives, besides Poland who qualified automatically as hosts.
In the final, 2017 runners-up Portugal beat the 2016 losing finalists Italy 4–3, after extra-time, to win their first title in the under-19 era and their fourth overall. Having won the Under-17 title in 2016, this generation of players became the first to hold the European title in both youth categories. England were the defending champions, but were eliminated by France, finishing third in the group stage. They lost 0–3 to Norway in the play-off round and thus failed to qualify for the 2019 FIFA U-20 World Cup, where they would also defend their title.",0.9168800115585327
Paarmat,fi.wikipedia,3800,11,fi,2021-06-28 18:27:44.725419,paarmat,,,
"Pepe_(jalkapalloilija,_1983)",fi.wikipedia,3700,12,fi,2021-06-28 18:27:44.725419,"pepe_(jalkapalloilija,_1983)",,,
Marianne_Miettinen,fi.wikipedia,3400,13,fi,2021-06-28 18:27:44.725419,marianne_miettinen,Finland women's national football team,"The Finland women's national football team, also known as nickname The Boreal Owls (Finnish: Helmarit), represents Finland in international women's football.  The team, controlled by the Football Association of Finland (SPL/FBF), reached the semi-finals of the 2005 European Championship, surprising the female football world having drawn with Sweden and beaten Denmark. Finland hosted the 2009 EC finals.The Finnish team now has a few players that are considered to be among the best in the female football, such as Laura Österberg Kalmari, Sanna Valkonen and Anne Mäkinen.
As of March 2017, the team is ranked 28th in the FIFA world ranking. This is the lowest status since the ranking started in 2003. From 2004 to 2010 the typical ranking was #16.",0.9949104189872742
Vuoranta,fi.wikipedia,3000,14,fi,2021-06-28 18:27:44.725419,vuoranta,,,
Jalkapallon_maailmanmestaruuskilpailut,fi.wikipedia,2800,15,fi,2021-06-28 18:27:44.725419,jalkapallon_maailmanmestaruuskilpailut,2003 FIFA U-17 World Championship,"The 2003 FIFA U-17 World Championship, was the tenth edition of FIFA U-17 World Championship. It was held in the cities of Helsinki, Tampere, Lahti and Turku in Finland between 13 and 30 August 2003. Players born after 1 January 1986 could participate in this tournament. Some controversy followed the tournament after a number of players from the Sierra Leone squad defected to Finland.",0.6692674160003662
Jalkapallon_Euroopan-mestaruuskilpailut_2020,fi.wikipedia,2800,16,fi,2021-06-28 18:27:44.725419,jalkapallon_euroopan-mestaruuskilpailut_2020,,,
Calamari_Union,fi.wikipedia,2600,17,fi,2021-06-28 18:27:44.725419,calamari_union,Calamari Union,"Calamari Union is a 1985 Finnish surreal comedy film, the second full-length film by the director Aki Kaurismäki. The film's cast includes well-known Finnish actors and rock musicians.",0.999556303024292
Juhannus,fi.wikipedia,2600,18,fi,2021-06-28 18:27:44.725419,juhannus,Midsummer,"Midsummer is the period of time in the middle of the summer. The exact dates vary among different cultures, but is primarily held close to the summer solstice. The celebration predates Christianity, and has existed under different names and traditions around the world.The undivided Christian Church designated June 24 as the feast day of the early Christian martyr St John the Baptist, and the observance of St John's Day begins the evening before, known as Saint John's Eve. These are commemorated by many Christian denominations, such as the Roman Catholic Church, Lutheran Churches, and Anglican Communion, as well as by freemasonry. In Sweden, the Midsummer is such an important festivity that there have been proposals to make the Midsummer's Eve the National Day of Sweden, instead of June 6. In Estonia, Latvia and Lithuania, Midsummer's festival is a public holiday. In Denmark and Norway, it may also be referred to as St. Hans Day.",0.9963932037353516
Alankomaiden_jalkapallomaajoukkue,fi.wikipedia,2500,19,fi,2021-06-28 18:27:44.725419,alankomaiden_jalkapallomaajoukkue,,,
Luettelo_Suomen_aatelissuvuista,fi.wikipedia,2500,20,fi,2021-06-28 18:27:44.725419,luettelo_suomen_aatelissuvuista,,,
Eden_Hazard,fi.wikipedia,2400,21,fi,2021-06-28 18:27:44.725419,eden_hazard,Eden Hazard,"Eden Michael Hazard (born 7 January 1991) is a Belgian professional footballer who plays as a winger or attacking midfielder for Spanish club Real Madrid and captains the Belgium national team. Known for his creativity, dribbling and passing, he is considered one of the best players of his generation.Hazard is the son of two former footballers and began his career in Belgium playing for local youth clubs. In 2005, he moved to France, where he began his senior career with Ligue 1 club Lille. Hazard spent two years in the club's academy and, at the age of 16, made his professional debut in November 2007. He became an integral part of the Lille team under manager Rudi Garcia. In his first full season, he became the first non-French player to win the Ligue 1 Young Player of the Year award, and the following season became the first player to win the award twice. In the 2010–11 season, he was a part of the Lille team that won the league and cup double and, as a result of his performances, was named the Ligue 1 Player of the Year, the youngest player to win the award.After making over 190 appearances and scoring 50 goals for Lille, Hazard signed for English club Chelsea in June 2012. He won the UEFA Europa League in his first season and the PFA Young Player of the Year in his second. In the 2014–15 season, Hazard helped Chelsea win the League Cup and Premier League, earning him the FWA Footballer of the Year and the PFA Players' Player of the Year awards. Two years later he won his second English league title as Chelsea won the 2016–17 Premier League. In 2018, he won the FA Cup, and was named in the FIFA FIFPro World XI. He won the Europa League again with Chelsea in June 2019, then joined Real Madrid in a transfer worth up to €150 million, winning La Liga during his injury-plagued debut season.
Having represented his country at various youth levels, Hazard made his senior debut for the Belgium national team in November 2008, aged 17, in a friendly match against Luxembourg. Nearly three years after his debut, Hazard scored his first international goal against Kazakhstan in October 2011. He has since earned over 100 caps, and was a member of the Belgian squad which reached the quarter-finals of the 2014 FIFA World Cup and the UEFA Euro 2016. At the 2018 FIFA World Cup, he captained Belgium to third place which was their best finish in history, receiving the Silver Ball as the second-best player of the tournament.",
